北京台,#genre#
高尔夫频道,http://nclive.grtn.cn/grfpd/sd/live.m3u8
点掌财经,http://cclive.aniu.tv/live/anzb.m3u8
东方财经,http://w1.livecdn.yicai.com/hls/live/dftv_ld/live.m3u8
中国气象频道,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
第一财经,https://w1live.livecdn.yicai.com/live/cbn.m3u8
中国交通,http://v.iam7.cn/iptv/cibn.php?code=7
环球奇观,http://v.iam7.cn/iptv/cibn.php?code=8
BesTV鼎级,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000142
靓妆高清,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000127
DOXTV高清,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000126
中国交通云南频道,http://tv.lanjingfm.com/cctbn/yunnan.m3u8
广东高尔夫,http://nclive.grtn.cn/grfpd/sd/live.m3u8?ts
CHC动作电影,http://125.210.152.18:9090/live/DZDYHD_H265.m3u8

湖南电影,http://124.232.231.246:6610/000000001001/201600020006/1400.m3u8?zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2BvUxQhm38dnHm1eSuY7vi6YzamvW6l8OtgHpq%2BKs%2Bl9QddsFpnz4k&m3u8_level=2&terminal_flag=0&ispcode=8
峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
求索记录,http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
劲爆体育,http://157.255.30.97/aliyun3a-
live.bestvcdn.com.cn/live/program/live/jbtyhd/4000000/mnf.m3u8
熊猫新闻,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=114&Provider_id=&Pcontent_id=index.m3u8
云南彩云导视,http://www.ynbit.cn:1935/cyds-mlyn/livestream/playlist.m3u8
海博TV,http://player.ioioz.com/17/fj/fjtvm3u8.php?id=222
Newtv-中国功夫,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225951/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226321/1.m3u8
Newtv-古装剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226300/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226323/1.m3u8
Newtv-动作电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226288/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226329/1.m3u8
Newtv-军事评论,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226326/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225926/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226303/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226326/1.m3u8
Newtv-军旅剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226324/1.m3u8
Newtv-农业致富,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
Newtv-明星大片,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225929/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226295/1.m3u8
Newtv-金牌综艺,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225920/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226296/1.m3u8
Newtv-故障剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225916/1.m3u8
Newtv-炫舞未来,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
Newtv-健康有约,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225919/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226306/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
Newtv-爱情喜剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225913/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226299/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
Newtv-海外剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225917/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226302/1.m3u8
Newtv-家庭剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225918/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226290/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8
Newtv-惊悚悬疑,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226294/1.m3u8
NewTV-超级电视剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
Newtv-超级电视剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226253/1.m3u8
Newtv-超级电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226133/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
Newtv-超级体育,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226157/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226158/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
Newtv-超级综艺,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226127/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
Newtv-搏击,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226320/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226171/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226297/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226320/1.m3u8
Newtv-精品大剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225925/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226291/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
Newtv-精品记录,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226293/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226332/1.m3u8
Newtv-精品体育,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225922/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226287/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226328/1.m3u8
Newtv-潮妈辣婆,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225957/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226286/1.m3u8
超级综艺,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
黑莓电影,http://183.131.85.21:1998/live/abc2.m3u8
超级综艺,http://111.13.111.244:80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226127/1.m3u8
超级电影,http://111.13.111.244:80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226133/1.m3u8
超级电影,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
超级体育,http://111.13.111.244:80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226157/1.m3u8
超级电视剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
超级电视剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226253/1.m3u8
超级电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226133/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
超级体育,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
超级体育,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226157/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226158/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226232/1.m3u8
超级综艺,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226127/1.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8
CIBN全电竞,http://v.iam7.cn/iptv/cibn.php?code=115
CIBN精品影院,http://v.iam7.cn/iptv/cibn.php?code=JingPin
CIBN精品影院,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=1&Provider_id=&Pcontent_id=index.m3u8
CIBN情感影院,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=29&Provider_id=&Pcontent_id=index.m3u8
CIBN骄阳剧场,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=30&Provider_id=&Pcontent_id=index.m3u8
CIBN军事,http://v.iam7.cn/iptv/cibn.php?code=YinYue
CIBN军事,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=31&Provider_id=&Pcontent_id=index.m3u8
CIBN电影导视,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=32&Provider_id=&Pcontent_id=index.m3u8
CIBN炫佳动漫,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=33&Provider_id=&Pcontent_id=index.m3u8
CIBN动作影院,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=34&Provider_id=&Pcontent_id=index.m3u8
CIBN经典剧场,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=35&Provider_id=&Pcontent_id=index.m3u8
CIBN综合,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=79&Provider_id=&Pcontent_id=index.m3u8
CIBN喜剧影院,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=60&Provider_id=&Pcontent_id=index.m3u8
CIBN艺术院线,http://118.123.60.9:8114/LIVES/Fsv_otype=2&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=88&Provider_id=&Pcontent_id=index.m3u8
CIBN艺术院线,http://v.iam7.cn/iptv/cibn.php?code=YingXiong
CIBN生活,http://v.iam7.cn/iptv/cibn.php?code=YouXi
CIBN真人秀,http://v.iam7.cn/iptv/cibn.php?code=LuShi
CIBN文旅中国,http://v.iam7.cn/iptv/cibn.php?code=MeiZhuang
CIBN嗨播,http://v.iam7.cn/iptv/cibn.php?code=LvYou
CIBN时尚生活,http://v.iam7.cn/iptv/cibn.php?code=DongLinFaYin
CIBN童学世界,http://v.iam7.cn/iptv/cibn.php?code=ReBo
CIBN经典剧场,http://v.iam7.cn/iptv/cibn.php?code=DOTA2
CIBN风尚运动,http://v.iam7.cn/iptv/cibn.php?code=DuShi
CIBN汽车,http://v.iam7.cn/iptv/cibn.php?code=QiChe
CIBN映画,http://v.iam7.cn/iptv/cibn.php?code=TiYu
CIBN情感影院,http://v.iam7.cn/iptv/cibn.php?code=QingGan
CIBN骄阳剧场,http://v.iam7.cn/iptv/cibn.php?code=JingDian
CIBN健康,http://v.iam7.cn/iptv/cibn.php?code=JianKang
CIBN全电竞,http://v.iam7.cn/iptv/cibn.php?code=115
CIBN喜剧影院,http://v.iam7.cn/iptv/cibn.php?code=TongBu
CIBN炫佳动漫,http://v.iam7.cn/iptv/cibn.php?code=DongMan
CIBN微电影,http://v.iam7.cn/iptv/cibn.php?code=WeiDianYing
CIBN院线大片,http://v.iam7.cn/iptv/cibn.php?code=DanJi
CIBN古装剧场,http://v.iam7.cn/iptv/cibn.php?code=ZongYi
CIBN动漫剧场,http://v.iam7.cn/iptv/cibn.php?code=QinZi
CIBN好莱坞,http://v.iam7.cn/iptv/cibn.php?code=ZongHe
CIBN流金岁月,http://v.iam7.cn/iptv/cibn.php?code=Shoucang
CIBN新知,http://v.iam7.cn/iptv/cibn.php?code=FengShang
CIBN电影综合,http://v.iam7.cn/iptv/cibn.php?code=DianYing
CIBN纪录片,http://v.iam7.cn/iptv/cibn.php?code=JiLuPian
CIBN综合,http://v.iam7.cn/iptv/cibn.php?code=DianJing
CIBN动作影院,http://v.iam7.cn/iptv/cibn.php?code=ShengHuo
CIBN莎翁戏剧,http://v.iam7.cn/iptv/cibn.php?code=68
CIBN收藏,http://v.iam7.cn/iptv/cibn.php?code=501
CIBN经典音乐会,http://v.iam7.cn/iptv/cibn.php?code=128
CIBN精选古典乐,http://v.iam7.cn/iptv/cibn.php?code=78
CIBN音乐综艺,http://v.iam7.cn/iptv/cibn.php?code=145
CIBN老陈坐弹会,http://v.iam7.cn/iptv/cibn.php?code=136
CIBN女团专场,http://v.iam7.cn/iptv/cibn.php?code=208
CIBN经典音乐,http://v.iam7.cn/iptv/cibn.php?code=162
CIBN流行榜单,http://v.iam7.cn/iptv/cibn.php?code=155
CIBN嗨播MV,http://v.iam7.cn/iptv/cibn.php?code=338

CEC1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8



NOW闪耀时刻,rtmp://6721.liveplay.now.qq.com/live/6721_71a258b530a8359f2901df0496fb69ed?txSecret=2a9bc3cfe4f5594cd87f7f655ecb70d8_txTime=5D8763492
NOW创造101,rtmp://6721.liveplay.now.qq.com/live/6721_e2977b995bca72f4edd32933581dcb0b?txSecret=d5b03d6d8fa009485da03f4963b43eaf_txTime=5D876FED2
NOW青青不散场,rtmp://6721.liveplay.now.qq.com/live/6721_d2d2babf4d7e14e6fafcfd979a64640a?txSecret=c2accf7b4ae18594a60a053b7e779cc7_txTime=5D8780912
NOW记录片,rtmp://6721.liveplay.now.qq.com/live/6721_2d461a1582c75519077ebde1830eb98c?txSecret=05a4428e69315ca1846b46ba65eeaad7_txTime=5D8783162
NOW爱情集结号,rtmp://6721.liveplay.now.qq.com/live/6721_64dc81f70a804ca6f93c87a555a4df42?txSecret=e088b5d2906335dd5cc9fe5bf80efaaf_txTime=5D8783B12
NOW欢乐喜剧,rtmp://6721.liveplay.now.qq.com/live/6721_d6444ffbe53109998cf994997ba53539?txSecret=e3131d6e25be45971cfc32dc82e028d0_txTime=5D8784DC2
NOW经典武侠,rtmp://6721.liveplay.now.qq.com/live/6721_f9e630351aac0c863cc976a7ad94e472?txSecret=8770079df40393cdbf9face41d74f0c9_txTime=5D8786A12
欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6550198305014687851&livemode=1&authCode=3a&stbId=664003FF004735100000288CB809FE94&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
ICS,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6032059665143203976&livemode=1&authCode=3a&stbId=B84003FF004735100000288CB809EC72&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
新闻综合,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7487426726248458200&livemode=1&authCode=3a&stbId=334003FF004735100000288CB80A1572&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
都市频道,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6789517052815334336&livemode=1&authCode=3a&stbId=AF4003FF004735100000288CB8C377C6&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
艺术人文,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4624908642496875994&livemode=1&authCode=3a&stbId=BD4003FF004735100000288CB8C38192&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
第一财经,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6617141658685778844&livemode=1&authCode=3a&stbId=CC4003FF004735100000288CB8C384AA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
法制天地,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&authCode=3a&stbId=F94003FF004735100000288CB8C34210&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
东方财经,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7061949425579508455&livemode=1&authCode=3a&stbId=594003FF004735100000288CB8C33F68&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
都市剧场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6458566386506430130&livemode=1&authCode=3a&stbId=FF4003FF004735100000288CB8C35BFA&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
动漫秀场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=9072176337701960899&livemode=1&authCode=3a&stbId=8B4003FF004735100000288CB8C375EE&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
七彩戏剧,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=5379866194427087552&livemode=1&authCode=3a&stbId=BB4003FF004735100000288CB8C374BE&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
纪实人文,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=7081356299464623208&livemode=1&authCode=3a&stbId=5A4003FF004735100000288CB8C35B5C&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
极速汽车,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6674152167754937164&livemode=1&authCode=3a&stbId=CA4003FF004735100000288CB8C3720E&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
中学生,http://httpdvb.slave.ttcatv.tv:13164/playurl?playtype=live&protocol=hls&accesstoken=R5D803556U30905010K77681E04IA1FF60ACPBM3226877V1044EZ33519WE4460236F61&playtoken=ABCDEFGHI&programid=4200000082.m3u8
湖南电影,http://124.232.231.246:6610/000000001001/201600020005/1400.m3u8?zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2BvUxQhm38dnHm1eSuY7vi6YzamvW6l8OtgHpq%2BKs%2Bl9QddsFpnz4k&m3u8_level=2&terminal_flag=0&ispcode=8
CHC高清电影,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000115
CETV1高清,http://47.240.60.73/migu.php?id=649531734
动画,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谭,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com




















游戏风云,http://47.240.60.73/migu.php?id=623674815
法治天地,http://47.240.60.73/migu.php?id=631095330
四海钓鱼,http://47.240.60.73/migu.php?id=650999610
新视觉,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000114
都市剧场,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000142
劲爆体育,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000116
魅力音乐,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000117
欢笑剧场,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000118
全纪实,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000119
音像世界频道,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000126
靓妆,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000127
四海钓鱼,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000129
陶瓷FHD,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000136
生活时尚,http://stream.slave.jxtvnet.tv:14311/playurl?accesstoken=R5DC2A42FU309BB004K7738E848ICA43ED17PBM345713AV0Z57EA5W15D48CE92ED319F0&playtype=live&protocol=http&playtoken=ABCDEFGH&auth=no&programid=4200000141
生活时尚,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?id=bestzb&Contentid=8538616372715313491&livemode=1&authCode=3a&stbId=2D4003FF004735100000288CB809FD74&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
五星体育,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=4612233678249154892&livemode=1&authCode=3a&stbId=7D4003FF004735100000288CB80A1C30&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
上海都市,http://keonline.shanghai.liveplay.qq.com/live/program/live/ylpd/1300000/mnf.m3u8
欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/index.m3u8?channel-id=bestzb&Contentid=6550198305014687851&livemode=1&authCode=3a&stbId=664003FF004735100000288CB809FE94&userToken=f6472225073c60884f0820afc2347bdc02vv&usergroup=g02000000000
